"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 05 15:59:11 IST 2022","Tue Jul 05 15:59:24 IST 2022","13519","","E2EPO.spec.js","","","","end To End Scenario",""
